user_id,login_time,ip_address,device_type
user_63,2024-09-04 21:51:00,192.168.1.25,tablet
user_23,2024-09-04 21:51:00,192.168.1.31,tablet
user_77,2024-09-04 21:55:00,192.168.1.39,desktop
user_56,2024-09-04 22:00:00,192.168.1.21,desktop
user_56,2024-09-04 22:00:00,192.168.1.25,desktop
user_21,2024-09-04 22:00:00,192.168.1.39,desktop
user_36,2024-09-04 22:05:00,192.168.1.19,tablet
user_33,2024-09-04 22:10:00,192.168.1.10,mobile
user_65,2024-09-04 22:13:00,192.168.1.49,mobile
user_92,2024-09-04 22:15:00,192.168.1.18,tablet
user_25,2024-09-04 22:20:00,192.168.1.4,tablet
user_71,2024-09-04 22:27:00,192.168.1.18,desktop
user_41,2024-09-04 22:31:00,192.168.1.44,desktop
user_31,2024-09-04 22:40:00,192.168.1.18,tablet
user_15,2024-09-04 23:00:00,192.168.1.42,desktop
user_93,2024-09-04 23:06:00,192.168.1.3,desktop
user_50,2024-09-04 23:15:00,192.168.1.13,desktop
user_75,2024-09-04 23:22:00,192.168.1.38,desktop
user_87,2024-09-04 23:24:00,192.168.1.12,tablet
user_53,2024-09-05 00:37:00,192.168.1.28,desktop
user_74,2024-09-05 01:00:00,192.168.1.26,desktop
user_8,2024-09-05 02:10:00,192.168.1.1,mobile
user_64,2024-09-05 02:19:00,192.168.1.1,mobile
user_91,2024-09-05 02:44:00,192.168.1.17,desktop
user_98,2024-09-05 03:00:00,192.168.1.17,tablet
user_15,2024-09-05 03:00:00,192.168.1.13,tablet
user_51,2024-09-05 04:00:00,192.168.1.12,tablet
user_22,2024-09-05 04:00:00,192.168.1.33,tablet
user_85,2024-09-05 04:00:00,192.168.1.36,tablet
user_17,2024-09-05 04:46:00,192.168.1.22,tablet
user_58,2024-09-05 05:00:00,192.168.1.40,mobile
user_37,2024-09-05 05:00:00,192.168.1.18,desktop
user_4,2024-09-05 05:30:00,192.168.1.42,desktop
user_23,2024-09-05 05:50:00,192.168.1.31,tablet
user_75,2024-09-05 05:54:00,192.168.1.38,tablet
user_21,2024-09-05 07:00:00,192.168.1.11,desktop
user_19,2024-09-05 07:04:00,192.168.1.2,mobile
user_88,2024-09-05 07:47:00,192.168.1.15,tablet
user_22,2024-09-05 07:50:00,192.168.1.33,desktop
user_19,2024-09-05 07:51:00,192.168.1.2,mobile
user_24,2024-09-05 07:56:00,192.168.1.41,tablet
user_19,2024-09-05 07:56:00,192.168.1.2,mobile
user_98,2024-09-05 08:00:00,192.168.1.3,tablet
user_59,2024-09-05 08:00:00,192.168.1.41,desktop
user_19,2024-09-05 08:07:00,192.168.1.2,desktop
user_19,2024-09-05 08:32:00,192.168.1.2,desktop
user_90,2024-09-05 09:00:00,192.168.1.30,mobile
user_54,2024-09-05 09:26:00,192.168.1.1,tablet
user_69,2024-09-05 09:29:00,192.168.1.10,tablet
user_48,2024-09-05 09:43:00,192.168.1.35,mobile
user_93,2024-09-05 10:00:00,192.168.1.18,tablet
user_15,2024-09-05 10:03:00,192.168.1.1,tablet
user_18,2024-09-05 10:14:00,192.168.1.39,tablet
user_36,2024-09-05 10:45:00,192.168.1.19,desktop
user_57,2024-09-05 11:00:00,192.168.1.10,mobile
user_60,2024-09-05 11:00:00,192.168.1.44,desktop
user_50,2024-09-05 11:00:00,192.168.1.6,desktop
user_52,2024-09-05 11:05:00,192.168.1.15,tablet
user_100,2024-09-05 11:06:00,192.168.1.29,desktop
user_27,2024-09-05 11:38:00,192.168.1.40,desktop
user_44,2024-09-05 11:55:00,192.168.1.1,mobile
user_75,2024-09-05 11:56:00,192.168.1.38,desktop
user_67,2024-09-05 12:00:00,192.168.1.4,mobile
user_22,2024-09-05 12:00:00,192.168.1.4,mobile
user_51,2024-09-05 12:00:00,192.168.1.10,mobile
user_48,2024-09-05 12:11:00,192.168.1.35,mobile
user_78,2024-09-05 12:12:00,192.168.1.20,desktop
user_13,2024-09-05 12:44:00,192.168.1.16,mobile
user_26,2024-09-05 12:59:00,192.168.1.16,mobile
user_13,2024-09-05 13:00:00,192.168.1.19,tablet
user_17,2024-09-05 13:22:00,192.168.1.22,mobile
user_18,2024-09-05 13:39:00,192.168.1.39,desktop
user_93,2024-09-05 13:41:00,192.168.1.3,desktop
user_84,2024-09-05 14:10:00,192.168.1.13,desktop
user_71,2024-09-05 14:16:00,192.168.1.18,mobile
user_44,2024-09-05 14:30:00,192.168.1.12,mobile
user_65,2024-09-05 14:33:00,192.168.1.49,mobile
user_39,2024-09-05 14:36:00,192.168.1.20,mobile
user_46,2024-09-05 14:38:00,192.168.1.30,mobile
user_60,2024-09-05 14:59:00,192.168.1.35,tablet
user_46,2024-09-05 14:59:00,192.168.1.30,desktop
user_46,2024-09-05 15:04:00,192.168.1.30,mobile
user_100,2024-09-05 15:14:00,192.168.1.29,mobile
user_42,2024-09-05 15:36:00,192.168.1.13,desktop
user_81,2024-09-05 15:38:00,192.168.1.43,mobile
user_39,2024-09-05 15:49:00,192.168.1.20,tablet
user_88,2024-09-05 15:54:00,192.168.1.42,mobile
user_32,2024-09-05 16:01:00,192.168.1.38,desktop
user_37,2024-09-05 16:03:00,192.168.1.18,mobile
user_37,2024-09-05 16:10:00,192.168.1.18,mobile
user_93,2024-09-05 16:10:00,192.168.1.48,desktop
user_29,2024-09-05 16:14:00,192.168.1.32,desktop
user_37,2024-09-05 16:15:00,192.168.1.18,mobile
user_7,2024-09-05 16:17:00,192.168.1.39,desktop
user_37,2024-09-05 16:19:00,192.168.1.18,mobile
user_37,2024-09-05 16:19:00,192.168.1.18,mobile
user_37,2024-09-05 16:23:00,192.168.1.18,mobile
user_92,2024-09-05 16:36:00,192.168.1.18,mobile
user_37,2024-09-05 16:43:00,192.168.1.18,mobile
user_5,2024-09-05 16:45:00,192.168.1.11,tablet
user_91,2024-09-05 16:47:00,192.168.1.17,tablet
user_48,2024-09-05 16:48:00,192.168.1.35,mobile
user_54,2024-09-05 17:00:00,192.168.1.36,tablet
user_93,2024-09-05 17:00:00,192.168.1.3,mobile
user_6,2024-09-05 17:00:00,192.168.1.28,mobile
user_14,2024-09-05 17:00:00,192.168.1.12,tablet
user_11,2024-09-05 17:06:00,192.168.1.17,mobile
user_95,2024-09-05 17:16:00,192.168.1.21,desktop
user_59,2024-09-05 17:37:00,192.168.1.41,desktop
user_20,2024-09-05 17:39:00,192.168.1.12,mobile
user_63,2024-09-05 17:39:00,192.168.1.25,desktop
user_37,2024-09-05 17:42:00,192.168.1.18,mobile
user_21,2024-09-05 17:48:00,192.168.1.14,mobile
user_67,2024-09-05 17:55:00,192.168.1.9,mobile
user_83,2024-09-05 17:55:00,192.168.1.28,tablet
user_71,2024-09-05 17:58:00,192.168.1.18,tablet
user_50,2024-09-05 18:00:00,192.168.1.5,tablet
user_36,2024-09-05 18:00:00,192.168.1.15,desktop
user_27,2024-09-05 18:00:00,192.168.1.17,tablet
user_93,2024-09-05 18:11:00,192.168.1.3,mobile
user_87,2024-09-05 18:45:00,192.168.1.12,mobile
user_99,2024-09-05 18:47:00,192.168.1.39,desktop
user_96,2024-09-05 18:48:00,192.168.1.3,mobile
user_28,2024-09-05 18:50:00,192.168.1.49,desktop
user_57,2024-09-05 18:57:00,192.168.1.2,mobile
user_83,2024-09-05 19:00:00,192.168.1.35,mobile
user_82,2024-09-05 19:08:00,192.168.1.11,mobile
user_24,2024-09-05 19:15:00,192.168.1.41,tablet
user_73,2024-09-05 19:15:00,192.168.1.3,tablet
user_36,2024-09-05 19:25:00,192.168.1.19,desktop
user_82,2024-09-05 19:29:00,192.168.1.11,mobile
user_96,2024-09-05 19:34:00,192.168.1.3,tablet
user_46,2024-09-05 19:49:00,192.168.1.30,desktop
user_61,2024-09-05 19:52:00,192.168.1.25,mobile
user_46,2024-09-05 19:56:00,192.168.1.30,mobile
user_60,2024-09-05 20:00:00,192.168.1.26,mobile
user_16,2024-09-05 20:10:00,192.168.1.6,tablet
user_11,2024-09-05 20:10:00,192.168.1.17,mobile
user_44,2024-09-05 20:22:00,192.168.1.1,mobile
user_71,2024-09-05 20:23:00,192.168.1.18,tablet
user_25,2024-09-05 20:29:00,192.168.1.4,desktop
user_76,2024-09-05 20:50:00,192.168.1.15,tablet
user_92,2024-09-05 20:51:00,192.168.1.18,tablet
user_28,2024-09-05 20:52:00,192.168.1.49,mobile
user_13,2024-09-05 21:00:00,192.168.1.8,tablet
user_13,2024-09-05 21:00:00,192.168.1.16,tablet
user_53,2024-09-05 21:03:00,192.168.1.28,mobile
user_96,2024-09-05 21:14:00,91.65.119.34,mobile
user_98,2024-09-05 21:16:00,192.168.1.11,mobile
user_89,2024-09-05 21:17:00,192.168.1.30,desktop
user_63,2024-09-05 21:22:00,192.168.1.25,mobile
user_95,2024-09-05 21:27:00,192.168.1.21,desktop
user_79,2024-09-05 21:30:00,192.168.1.20,desktop
user_16,2024-09-05 21:38:00,192.168.1.6,mobile
user_85,2024-09-05 21:48:00,192.168.1.28,mobile
user_34,2024-09-05 21:49:00,192.168.1.7,mobile
user_62,2024-09-05 22:00:00,192.168.1.28,desktop
user_99,2024-09-05 22:04:00,192.168.1.39,mobile
user_56,2024-09-05 22:05:00,192.168.1.2,mobile
user_25,2024-09-05 22:11:00,192.168.1.4,tablet
user_25,2024-09-05 22:18:00,192.168.1.4,tablet
user_97,2024-09-05 22:21:00,192.168.1.5,desktop
user_25,2024-09-05 22:56:00,192.168.1.4,mobile
user_80,2024-09-05 22:59:00,192.168.1.10,tablet
user_56,2024-09-05 23:00:00,192.168.1.2,tablet
user_31,2024-09-05 23:15:00,192.168.1.19,desktop
user_62,2024-09-05 23:37:00,192.168.1.12,desktop
user_56,2024-09-05 23:45:00,192.168.1.2,desktop
user_92,2024-09-05 23:59:00,192.168.1.18,mobile
user_50,2024-09-06 00:00:00,192.168.1.44,desktop
user_67,2024-09-06 00:00:00,192.168.1.9,desktop
user_57,2024-09-06 00:01:00,192.168.1.2,mobile
user_20,2024-09-06 00:08:00,192.168.1.12,mobile
user_89,2024-09-06 00:17:00,192.168.1.30,desktop
user_51,2024-09-06 00:23:00,192.168.1.15,mobile
user_63,2024-09-06 00:49:00,192.168.1.25,desktop
user_78,2024-09-06 00:57:00,192.168.1.20,tablet
user_9,2024-09-06 01:23:00,192.168.1.17,mobile
user_86,2024-09-06 01:27:00,192.168.1.41,mobile
user_34,2024-09-06 02:00:00,192.168.1.35,desktop
user_9,2024-09-06 02:25:00,192.168.1.19,desktop
user_29,2024-09-06 03:00:00,192.168.1.35,desktop
user_74,2024-09-06 03:01:00,45.235.199.58,mobile
user_64,2024-09-06 03:11:00,192.168.1.1,desktop
user_71,2024-09-06 03:11:00,192.168.1.18,tablet
user_67,2024-09-06 03:26:00,192.168.1.28,mobile
user_64,2024-09-06 03:28:00,192.168.1.1,desktop
user_64,2024-09-06 03:29:00,192.168.1.1,desktop
user_20,2024-09-06 03:36:00,192.168.1.12,tablet
user_64,2024-09-06 03:37:00,192.168.1.1,desktop
user_64,2024-09-06 03:42:00,192.168.1.1,desktop
user_64,2024-09-06 03:51:00,192.168.1.1,desktop
user_64,2024-09-06 03:52:00,192.168.1.1,desktop
user_83,2024-09-06 04:00:00,192.168.1.42,desktop
user_83,2024-09-06 04:02:00,192.168.1.28,desktop
user_13,2024-09-06 04:11:00,192.168.1.16,mobile
user_13,2024-09-06 04:16:00,192.168.1.16,mobile
user_91,2024-09-06 04:34:00,192.168.1.17,mobile
user_13,2024-09-06 04:43:00,192.168.1.16,mobile
user_8,2024-09-06 04:44:00,192.168.1.1,tablet
user_13,2024-09-06 04:47:00,192.168.1.16,mobile
user_18,2024-09-06 04:47:00,192.168.1.39,desktop
user_16,2024-09-06 05:00:00,192.168.1.34,desktop
user_35,2024-09-06 05:00:00,192.168.1.26,tablet
user_48,2024-09-06 05:50:00,192.168.1.35,mobile
user_83,2024-09-06 06:00:00,192.168.1.9,tablet
user_83,2024-09-06 06:00:00,192.168.1.28,tablet
user_3,2024-09-06 06:31:00,192.168.1.37,tablet
user_40,2024-09-06 06:32:00,192.168.1.11,desktop
user_16,2024-09-06 07:00:00,192.168.1.20,tablet
user_36,2024-09-06 07:00:00,192.168.1.2,mobile
user_72,2024-09-06 07:05:00,192.168.1.40,tablet
user_32,2024-09-06 07:21:00,192.168.1.38,tablet
user_2,2024-09-06 07:25:00,192.168.1.36,desktop
user_66,2024-09-06 07:40:00,192.168.1.2,tablet
user_69,2024-09-06 07:43:00,192.168.1.10,desktop
user_19,2024-09-06 08:00:00,192.168.1.7,mobile
user_44,2024-09-06 08:16:00,192.168.1.12,desktop
user_45,2024-09-06 08:25:00,192.168.1.38,desktop
user_61,2024-09-06 08:52:00,192.168.1.25,desktop
user_78,2024-09-06 09:00:00,192.168.1.20,desktop
user_98,2024-09-06 09:00:00,192.168.1.9,tablet
user_52,2024-09-06 09:19:00,192.168.1.26,desktop
user_54,2024-09-06 10:06:00,192.168.1.36,mobile
user_73,2024-09-06 10:07:00,192.168.1.3,mobile
user_32,2024-09-06 10:21:00,192.168.1.38,mobile
user_13,2024-09-06 10:55:00,192.168.1.16,tablet
user_60,2024-09-06 11:00:00,192.168.1.5,tablet
user_48,2024-09-06 11:00:00,192.168.1.32,mobile
user_47,2024-09-06 11:00:00,192.168.1.9,desktop
user_58,2024-09-06 11:03:00,192.168.1.11,mobile
user_44,2024-09-06 11:34:00,192.168.1.1,tablet
user_71,2024-09-06 11:48:00,192.168.1.19,mobile
user_19,2024-09-06 11:50:00,192.168.1.2,desktop
user_60,2024-09-06 12:00:00,192.168.1.31,mobile
user_2,2024-09-06 12:22:00,192.168.1.37,mobile
user_43,2024-09-06 12:46:00,192.168.1.20,tablet
user_23,2024-09-06 12:48:00,192.168.1.47,mobile
user_15,2024-09-06 12:50:00,192.168.1.19,tablet
user_85,2024-09-06 12:52:00,192.168.1.23,mobile
user_17,2024-09-06 13:00:00,192.168.1.6,tablet
user_17,2024-09-06 13:02:00,192.168.1.24,desktop
user_67,2024-09-06 13:31:00,192.168.1.28,desktop
user_46,2024-09-06 13:52:00,203.9.112.148,tablet
user_10,2024-09-06 13:56:00,192.168.1.11,desktop
user_6,2024-09-06 14:00:00,192.168.1.40,tablet
user_89,2024-09-06 14:00:00,192.168.1.26,desktop
user_6,2024-09-06 14:00:00,192.168.1.36,tablet
user_60,2024-09-06 14:02:00,192.168.1.31,mobile
user_60,2024-09-06 14:12:00,192.168.1.31,mobile
user_22,2024-09-06 14:22:00,192.168.1.33,mobile
user_51,2024-09-06 14:31:00,192.168.1.15,mobile
user_60,2024-09-06 14:34:00,192.168.1.31,mobile
user_60,2024-09-06 14:38:00,192.168.1.31,mobile
user_60,2024-09-06 14:44:00,192.168.1.31,mobile
user_58,2024-09-06 14:49:00,203.187.91.18,tablet
user_6,2024-09-06 14:50:00,192.168.1.28,tablet
user_60,2024-09-06 14:57:00,192.168.1.31,mobile
user_70,2024-09-06 14:57:00,192.168.1.4,desktop
user_60,2024-09-06 14:59:00,192.168.1.31,mobile
user_15,2024-09-06 15:00:00,192.168.1.27,mobile
user_9,2024-09-06 15:31:00,192.168.1.19,desktop
user_90,2024-09-06 15:58:00,192.168.1.39,desktop
user_16,2024-09-06 16:00:00,192.168.1.6,mobile
user_7,2024-09-06 16:00:00,192.168.1.30,desktop
user_100,2024-09-06 16:00:00,192.168.1.39,desktop
user_27,2024-09-06 16:00:00,192.168.1.6,desktop
user_63,2024-09-06 16:02:00,192.168.1.25,mobile
user_63,2024-09-06 16:05:00,192.168.1.25,mobile
user_9,2024-09-06 16:06:00,192.168.1.19,desktop
user_66,2024-09-06 16:08:00,192.168.1.9,tablet
user_23,2024-09-06 16:09:00,192.168.1.31,mobile
user_63,2024-09-06 16:09:00,192.168.1.25,tablet
user_98,2024-09-06 16:10:00,192.168.1.11,mobile
user_83,2024-09-06 16:12:00,192.168.1.28,tablet
user_33,2024-09-06 16:14:00,192.168.1.10,desktop
user_98,2024-09-06 16:16:00,192.168.1.11,mobile
user_29,2024-09-06 16:16:00,192.168.1.32,mobile
user_7,2024-09-06 16:17:00,192.168.1.39,tablet
user_42,2024-09-06 16:18:00,192.168.1.13,mobile
user_7,2024-09-06 16:24:00,185.214.153.221,mobile
user_33,2024-09-06 16:25:00,192.168.1.10,desktop
user_63,2024-09-06 16:27:00,192.168.1.25,mobile
user_49,2024-09-06 16:28:00,192.168.1.22,mobile
user_33,2024-09-06 16:30:00,192.168.1.10,desktop
user_28,2024-09-06 16:36:00,192.168.1.49,tablet
user_33,2024-09-06 16:40:00,192.168.1.10,desktop
user_63,2024-09-06 16:46:00,192.168.1.25,mobile
user_29,2024-09-06 16:51:00,192.168.1.32,desktop
user_78,2024-09-06 16:52:00,192.168.1.20,mobile
user_33,2024-09-06 16:53:00,192.168.1.10,desktop
user_69,2024-09-06 17:00:00,192.168.1.10,tablet
user_6,2024-09-06 17:00:00,192.168.1.22,mobile
user_6,2024-09-06 17:00:00,192.168.1.30,mobile
user_71,2024-09-06 17:06:00,192.168.1.18,mobile
user_64,2024-09-06 17:09:00,192.168.1.9,mobile
user_60,2024-09-06 17:11:00,192.168.1.26,tablet
user_33,2024-09-06 17:12:00,192.168.1.10,tablet
user_72,2024-09-06 17:14:00,192.168.1.40,mobile
user_84,2024-09-06 17:16:00,192.168.1.13,mobile
user_33,2024-09-06 17:17:00,192.168.1.10,tablet
user_48,2024-09-06 17:18:00,192.168.1.35,tablet
user_33,2024-09-06 17:22:00,192.168.1.10,tablet
user_33,2024-09-06 17:22:00,192.168.1.10,tablet
user_30,2024-09-06 17:23:00,192.168.1.19,desktop
user_65,2024-09-06 17:25:00,192.168.1.49,tablet
user_57,2024-09-06 17:35:00,192.168.1.2,desktop
user_60,2024-09-06 17:36:00,192.168.1.44,mobile
user_33,2024-09-06 17:45:00,192.168.1.10,tablet
user_33,2024-09-06 17:48:00,192.168.1.10,tablet
user_33,2024-09-06 17:53:00,192.168.1.10,tablet
user_15,2024-09-06 17:57:00,192.168.1.1,tablet
user_33,2024-09-06 17:59:00,192.168.1.10,tablet
user_86,2024-09-06 18:06:00,192.168.1.14,mobile
user_37,2024-09-06 18:12:00,192.168.1.34,mobile
user_57,2024-09-06 18:25:00,192.168.1.2,desktop
user_40,2024-09-06 18:36:00,192.168.1.11,desktop
user_23,2024-09-06 18:50:00,192.168.1.31,mobile
user_28,2024-09-06 19:06:00,192.168.1.49,desktop
user_53,2024-09-06 19:10:00,192.168.1.28,tablet
user_24,2024-09-06 19:11:00,192.168.1.41,tablet
user_51,2024-09-06 19:11:00,192.168.1.15,desktop
user_32,2024-09-06 19:14:00,192.168.1.38,tablet
user_32,2024-09-06 19:14:00,192.168.1.38,tablet
user_32,2024-09-06 19:18:00,192.168.1.38,tablet
user_4,2024-09-06 19:25:00,192.168.1.16,mobile
user_46,2024-09-06 19:33:00,192.168.1.30,desktop
user_51,2024-09-06 19:44:00,192.168.1.15,mobile
user_32,2024-09-06 19:51:00,192.168.1.38,tablet
user_78,2024-09-06 19:53:00,45.89.21.244,desktop
user_93,2024-09-06 20:00:00,192.168.1.24,mobile
user_46,2024-09-06 20:00:00,192.168.1.44,tablet
user_22,2024-09-06 20:08:00,192.168.1.33,tablet
user_89,2024-09-06 20:13:00,192.168.1.30,tablet
user_100,2024-09-06 20:14:00,192.168.1.29,tablet
user_88,2024-09-06 20:16:00,192.168.1.15,tablet
user_80,2024-09-06 20:17:00,192.168.1.10,mobile
user_42,2024-09-06 20:19:00,192.168.1.13,desktop
user_24,2024-09-06 20:42:00,192.168.1.26,mobile
user_17,2024-09-06 21:00:00,192.168.1.24,desktop
user_66,2024-09-06 21:03:00,192.168.1.2,tablet
user_12,2024-09-06 21:05:00,192.168.1.19,desktop
user_63,2024-09-06 21:08:00,192.168.1.25,desktop
user_71,2024-09-06 21:11:00,203.151.184.135,desktop
user_41,2024-09-06 21:20:00,192.168.1.44,mobile
user_1,2024-09-06 21:23:00,192.168.1.21,desktop
user_75,2024-09-06 21:24:00,192.168.1.38,mobile
user_12,2024-09-06 21:30:00,192.168.1.19,desktop
user_63,2024-09-06 21:31:00,192.168.1.25,tablet
user_12,2024-09-06 21:35:00,192.168.1.19,desktop
user_12,2024-09-06 21:37:00,192.168.1.19,desktop
user_12,2024-09-06 21:54:00,192.168.1.19,tablet
user_81,2024-09-06 22:00:00,192.168.1.3,mobile
user_81,2024-09-06 22:00:00,192.168.1.16,mobile
user_79,2024-09-06 22:01:00,192.168.1.20,mobile
user_66,2024-09-06 22:07:00,192.168.1.2,tablet
user_56,2024-09-06 22:09:00,192.168.1.2,mobile
user_97,2024-09-06 22:11:00,192.168.1.5,desktop
user_92,2024-09-06 22:14:00,192.168.1.18,desktop
user_79,2024-09-06 22:14:00,192.168.1.49,tablet
user_93,2024-09-06 22:20:00,192.168.1.3,tablet
user_95,2024-09-06 22:33:00,192.168.1.27,tablet
user_79,2024-09-06 22:47:00,192.168.1.20,mobile
user_8,2024-09-06 22:57:00,192.168.1.1,mobile
user_31,2024-09-06 23:04:00,192.168.1.18,desktop
user_87,2024-09-06 23:08:00,192.168.1.12,mobile
user_79,2024-09-06 23:19:00,192.168.1.20,desktop
user_80,2024-09-06 23:23:00,192.168.1.10,desktop
user_31,2024-09-06 23:26:00,192.168.1.18,desktop
user_22,2024-09-06 23:37:00,192.168.1.33,tablet
user_70,2024-09-06 23:52:00,192.168.1.4,mobile
user_74,2024-09-06 23:58:00,192.168.1.6,desktop
user_15,2024-09-07 00:00:00,192.168.1.25,tablet
user_99,2024-09-07 00:06:00,192.168.1.39,mobile
user_65,2024-09-07 00:28:00,192.168.1.49,desktop
user_46,2024-09-07 00:32:00,192.168.1.30,tablet
user_22,2024-09-07 01:26:00,192.168.1.33,tablet
user_75,2024-09-07 01:43:00,192.168.1.38,tablet
user_76,2024-09-07 02:00:00,192.168.1.22,mobile
user_46,2024-09-07 02:00:00,192.168.1.30,mobile
user_66,2024-09-07 02:04:00,192.168.1.2,desktop
user_66,2024-09-07 02:10:00,192.168.1.2,desktop
user_45,2024-09-07 02:15:00,192.168.1.38,desktop
user_45,2024-09-07 02:15:00,192.168.1.38,mobile
user_45,2024-09-07 02:16:00,192.168.1.38,desktop
user_66,2024-09-07 02:18:00,192.168.1.2,desktop
user_91,2024-09-07 02:28:00,192.168.1.17,mobile
user_66,2024-09-07 02:28:00,192.168.1.2,desktop
user_45,2024-09-07 02:32:00,192.168.1.38,desktop
user_45,2024-09-07 02:32:00,192.168.1.38,desktop
user_68,2024-09-07 02:34:00,192.168.1.21,desktop
user_45,2024-09-07 02:36:00,192.168.1.11,mobile
user_66,2024-09-07 02:41:00,192.168.1.2,desktop
user_45,2024-09-07 02:45:00,192.168.1.38,desktop
user_45,2024-09-07 02:51:00,192.168.1.38,desktop
user_45,2024-09-07 02:56:00,192.168.1.38,desktop
user_48,2024-09-07 03:00:00,192.168.1.30,tablet
user_45,2024-09-07 03:54:00,192.168.1.38,tablet
user_71,2024-09-07 04:00:00,192.168.1.49,tablet
user_71,2024-09-07 04:00:00,192.168.1.26,tablet
user_23,2024-09-07 04:00:00,192.168.1.31,mobile
user_4,2024-09-07 05:39:00,192.168.1.42,mobile
user_33,2024-09-07 06:00:00,192.168.1.28,mobile
user_19,2024-09-07 06:00:00,192.168.1.47,tablet
user_100,2024-09-07 06:00:00,192.168.1.36,tablet
user_47,2024-09-07 06:07:00,91.113.150.100,desktop
user_47,2024-09-07 06:20:00,192.168.1.22,mobile
user_64,2024-09-07 06:27:00,192.168.1.1,mobile
user_100,2024-09-07 07:00:00,192.168.1.29,tablet
user_84,2024-09-07 07:00:00,192.168.1.39,desktop
user_8,2024-09-07 07:00:00,192.168.1.23,tablet
user_38,2024-09-07 07:22:00,192.168.1.13,mobile
user_22,2024-09-07 07:45:00,192.168.1.33,tablet
user_99,2024-09-07 08:00:00,192.168.1.39,tablet
user_82,2024-09-07 08:00:00,192.168.1.23,tablet
user_83,2024-09-07 08:03:00,192.168.1.28,desktop
user_2,2024-09-07 08:06:00,192.168.1.12,desktop
user_83,2024-09-07 08:09:00,192.168.1.28,desktop
user_83,2024-09-07 08:13:00,192.168.1.28,desktop
user_83,2024-09-07 08:24:00,192.168.1.28,desktop
user_67,2024-09-07 08:34:00,192.168.1.28,tablet
user_83,2024-09-07 08:37:00,192.168.1.28,desktop
user_83,2024-09-07 08:48:00,192.168.1.28,desktop
user_54,2024-09-07 08:56:00,192.168.1.1,tablet
user_66,2024-09-07 08:57:00,192.168.1.2,tablet
user_8,2024-09-07 09:00:00,192.168.1.8,mobile
user_75,2024-09-07 09:49:00,192.168.1.38,desktop
user_24,2024-09-07 09:50:00,192.168.1.35,tablet
user_12,2024-09-07 10:00:00,192.168.5.39,desktop
user_74,2024-09-07 10:03:00,192.168.2.102,desktop
user_15,2024-09-07 10:07:00,192.168.1.1,tablet
user_1,2024-09-07 10:09:00,192.168.2.34,mobile
user_98,2024-09-07 10:10:00,192.168.1.27,desktop
user_16,2024-09-07 10:18:00,192.168.1.6,desktop
user_42,2024-09-07 10:25:00,192.168.1.13,mobile
user_76,2024-09-07 10:28:00,192.168.1.15,desktop
user_48,2024-09-07 10:32:00,192.168.4.100,desktop
user_28,2024-09-07 10:43:00,192.168.4.15,desktop
user_43,2024-09-07 10:43:00,192.168.1.20,mobile
user_48,2024-09-07 10:45:00,203.83.244.137,tablet
user_86,2024-09-07 10:49:00,192.168.1.252,desktop
user_87,2024-09-07 10:51:00,192.168.1.84,mobile
user_23,2024-09-07 10:53:00,192.168.1.37,mobile
user_70,2024-09-07 10:55:00,192.168.3.89,tablet
user_55,2024-09-07 10:56:00,192.168.1.32,mobile
user_52,2024-09-07 11:12:00,192.168.1.15,tablet
user_96,2024-09-07 11:13:00,192.168.1.89,mobile
user_88,2024-09-07 11:18:00,192.168.1.15,desktop
user_83,2024-09-07 11:31:00,192.168.1.28,mobile
user_13,2024-09-07 11:33:00,192.168.1.16,tablet
user_60,2024-09-07 11:35:00,192.168.1.31,tablet
user_14,2024-09-07 11:50:00,192.168.1.29,mobile
user_67,2024-09-07 12:00:00,192.168.1.28,mobile
user_60,2024-09-07 12:00:00,192.168.1.32,mobile
user_12,2024-09-07 12:00:00,192.168.1.19,tablet
user_95,2024-09-07 12:02:00,192.168.1.180,tablet
user_11,2024-09-07 12:10:00,192.168.4.35,mobile
user_97,2024-09-07 12:12:00,192.168.2.246,tablet
user_84,2024-09-07 12:14:00,192.168.1.5,desktop
user_28,2024-09-07 12:19:00,192.168.3.60,mobile
user_40,2024-09-07 12:25:00,91.62.246.148,mobile
user_45,2024-09-07 12:25:00,192.168.1.38,mobile
user_16,2024-09-07 12:28:00,192.168.5.27,desktop
user_23,2024-09-07 12:38:00,45.163.222.236,desktop
user_23,2024-09-07 12:48:00,192.168.1.31,tablet
user_23,2024-09-07 12:50:00,192.168.1.31,desktop
user_33,2024-09-07 12:59:00,192.168.1.177,desktop
user_96,2024-09-07 13:00:00,192.168.1.27,desktop
user_87,2024-09-07 13:00:00,192.168.1.47,tablet
user_87,2024-09-07 13:00:00,192.168.1.48,tablet
user_10,2024-09-07 13:04:00,192.168.1.11,tablet
user_65,2024-09-07 13:05:00,192.168.5.32,desktop
user_73,2024-09-07 13:24:00,192.168.1.3,tablet
user_23,2024-09-07 13:32:00,192.168.4.191,tablet
user_39,2024-09-07 13:40:00,192.168.4.215,mobile
user_6,2024-09-07 13:41:00,192.168.1.92,tablet
user_63,2024-09-07 13:56:00,192.168.5.180,mobile
user_91,2024-09-07 13:57:00,192.168.1.251,tablet
user_18,2024-09-07 13:59:00,192.168.4.174,desktop
user_54,2024-09-07 14:00:00,192.168.1.12,mobile
user_32,2024-09-07 14:00:00,192.168.1.21,mobile
user_38,2024-09-07 14:00:00,192.168.1.36,desktop
